"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-05",99.65369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-06",99.6862,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-07",99.79763,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-08",99.78889,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-09",99.65524,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-10",99.45062,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-11",99.29119,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2004-12",99.22755,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-01",99.34643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-02",99.53078,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-03",99.62998,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-04",99.66565,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-05",99.51567,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-06",99.39877,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-07",99.35971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-08",99.25621,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.30373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.54311,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.83645,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.0757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.2506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.4116,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.5967,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.7417,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.8428,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.9848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-07",101.0664,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-08",101.1351,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-09",101.2192,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-10",101.2588,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.3106,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.4508,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.5499,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.5657,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.56,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.6107,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.6439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-06",101.672,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-07",101.5734,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.3093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.8924,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.6803,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.5491,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.3949,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.2072,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",100.0348,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.89945,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",99.66441,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.41563,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.14758,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.88203,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.95049,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.07478,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.06451,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.02512,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.97801,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.92884,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.88568,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.90825,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.17992,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.50831,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.68939,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",99.84393,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.2243,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.3373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.7701,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.8358,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.6779,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.4054,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.0767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.95852,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.97295,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.0465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.1538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.1716,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.1906,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.1942,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.1987,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.3794,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4879,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.4524,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.3265,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.1514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.95171,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.66507,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.11044,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.49154,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.05553,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.93152,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.84406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.88744,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.02062,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.08171,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.14609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.06067,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.10213,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.41197,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.59384,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.60308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.36257,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.97025,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.7951,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.78567,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.68852,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",97.88145,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.22775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.40359,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.34648,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.31071,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.46194,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.73965,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.18274,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.69516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.0798,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.4074,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.6466,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.7844,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",100.7887,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",100.7603,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.6968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.5647,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.2677,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.2606,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.2338,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.245,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.3557,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.4899,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6995,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.8273,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.9339,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.0103,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.0449,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.0628,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.0334,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.9971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.9932,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.9085,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.7562,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.5287,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.4224,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.4729,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.5599,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.6458,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.6312,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.7021,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.9399,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.2075,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.3448,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.3925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4544,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.5204,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.5775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.558,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.4567,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.4794,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.567,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.6038,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.6467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.6154,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.5882,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.5521,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.4874,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.4908,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.4642,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.4003,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.4093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4071,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.2938,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1445,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9317,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.6606,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.3215,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.0164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.87923,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.84615,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.89383,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.95695,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.0684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.1084,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.0684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.0693,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.1413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.1506,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.1028,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.0044,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.77968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.18163,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.39243,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.23122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.51554,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.81505,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.97643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.08405,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.22629,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.56138,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.90055,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-01",100.0955,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.2629,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.5747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.9324,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.2613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.4427,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.2445,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.9492,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.6131,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.0866,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.58186,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.3177,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.05592,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.568,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.94009,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.51184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-05",97.34824,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-06",97.1331,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.92523,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.60762,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-09",96.3121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-10",96.40456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-11",96.78334,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.27814,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.73363,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-02",98.16496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-03",98.40347,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-04",98.43124,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-05",98.33045,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-06",98.29894,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-07",98.36086,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2023-08",98.49931,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-01",102.9399,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-02",103.0607,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-03",102.883,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-04",102.5103,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-05",102.0535,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.5893,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.203,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.0118,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.1105,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.322,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.4178,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.2266,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-01",100.8569,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-02",100.4499,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-03",100.1091,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-04",99.86855,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-05",99.76532,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-06",99.81252,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-07",99.8345,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-08",99.57352,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-09",98.82165,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-10",97.83562,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-11",96.95324,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-12",96.44408,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-01",96.25639,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-02",96.36105,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-03",96.77401,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-04",97.28643,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-05",97.65621,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-06",97.70018,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-07",97.52888,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-08",97.26324,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-09",96.96661,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-10",96.67106,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-11",96.39452,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-12",96.15683,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-01",95.97681,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-02",95.90195,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-03",95.98051,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-04",96.12841,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-05",96.24515,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-06",96.26048,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-07",96.21216,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-08",96.1518,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-09",96.11451,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-10",96.1004,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-11",96.10868,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-12",96.14859,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-01",96.22787,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-02",96.37103,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-03",96.59812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-04",96.83976,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-05",97.00619,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-06",97.04178,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-07",97.05482,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-08",97.2084,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-09",97.63387,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-10",98.20381,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-11",98.75726,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.18047,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.50423,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-02",99.76878,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-03",99.98825,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.1743,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3163,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.3946,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.4379,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.4672,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4732,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.4088,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.1816,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-12",99.71632,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-01",99.18092,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-02",98.80545,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-03",98.77155,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-04",98.94189,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-05",99.15206,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-06",99.29827,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-07",99.38511,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-08",99.43203,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-09",99.43909,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-10",99.39268,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-11",99.24354,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-12",98.93812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-01",98.55287,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-02",98.17577,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-03",97.86775,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-04",97.61602,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-05",97.4114,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-06",97.26949,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-07",97.20466,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-08",97.27126,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-09",97.52785,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-10",97.86987,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-11",98.17225,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-12",98.34657,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-01",98.4379,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-02",98.50941,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-03",98.61012,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-04",98.76226,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-05",98.9986,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-06",99.34823,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-07",99.73814,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-08",100.0731,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-09",100.2754,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-10",100.3792,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-11",100.4161,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-12",100.4002,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-01",100.3784,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-02",100.4076,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-03",100.5367,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-04",100.7382,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-05",100.9869,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.2671,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.532,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.7132,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.7457,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.6771,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.5474,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.3717,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.1827,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-02",101.0141,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8968,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.835,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.8528,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.9845,
